zone,severity,latitude,longitude,population,daily_water_need_liters,daily_food_need_kg,daily_medical_cases,water_stock_liters,food_stock_kg,medical_kit_stock,primary_ngo,nearest_supply_route,conflict_risk,warehouse_lat,warehouse_long,restock_interval_days,next_restock_date,transit_time_hours,maintenance_type,maintenance_interval_days,next_maintenance_date,fallback_warehouse_lat,fallback_warehouse_long,fallback_transit_time_hours,fallback_trigger,route_priority,priority_index
Zone_568,Severe,32.47767657,43.68602699,5897,11794,2948.5,59,98052.4828,11083.12501,339.1447795,GlobalRelief,SR River Route,Medium,32.23533359,43.36451107,13,2026-04-10,2.480157716,Structural Check,65,2026-06-01,32.75617529,43.65620935,8.944881253,Route_Disruption,Auto-Switch,77
Zone_569,Moderate,35.11929662,46.82089646,14277,28554,7138.5,206,134363.4901,31079.83415,1421.178304,HopeBridge,SR Lake Access,Low,34.9855378,47.07778007,9,2026-04-06,3.858390888,Structural Check,78,2026-06-14,35.81853932,46.26651088,7.689236075,Conflict_Risk_Medium,Fallback,45
Zone_570,Severe,34.25883839,47.57536832,14471,28942,7235.5,227,129889.3195,50241.20003,703.4021737,ReliefAid Intl,R-22 Desert Track,Low,34.19302499,47.12298355,9,2026-04-06,4.383606211,Structural Check,77,2026-06-13,34.55303703,47.97478086,8.130528354,Primary_Maintenance,Fallback,76
Zone_571,Severe,34.93304232,44.43061617,19896,39792,9948.0,239,454447.8067,110903.7808,2098.330825,GlobalRelief,R-04 Pine Road,Low,34.56416353,44.8897471,13,2026-04-10,6.041161704,Routine Inspection,116,2026-07-22,35.29939621,44.70661406,4.639180803,Route_Disruption,Primary,96
Zone_572,Moderate,32.84007104,47.43666601,20240,40480,10120.0,163,201700.6895,41665.49446,616.8436806,MedGlobal,R-31 Eastern Bypass,Medium,32.79543517,47.00854127,9,2026-04-06,2.422003549,Vehicle Maintenance,36,2026-05-03,33.45378206,47.23320517,5.598868469,Route_Disruption,Fallback,60
Zone_573,Severe,35.68436872,43.92897421,19683,39366,9841.5,209,384017.4151,33878.38168,1514.661641,SolidarityAid,R-22 Desert Track,Low,35.99483834,44.00842263,8,2026-04-05,5.446258104,Routine Inspection,106,2026-07-12,35.14348049,44.47134467,4.03110942,Conflict_Risk_High,Primary,37
Zone_574,Moderate,36.31398539,44.85862192,5670,11340,2835.0,151,67260.01192,27186.99318,172.9133944,SolidarityAid,R-22 Desert Track,High,36.64204493,45.26081621,6,2026-04-03,7.859519745,Routine Inspection,80,2026-06-16,36.6006834,45.52478656,6.540358096,Conflict_Risk_Medium,Fallback,90
Zone_575,Moderate,33.083699,43.35617399,28675,57350,14337.5,192,194562.2096,100451.3254,835.9515205,ReliefAid Intl,SR River Route,Low,32.99526277,42.86807846,5,2026-04-02,6.585312522,Structural Check,46,2026-05-13,33.57482734,43.43716938,6.190091805,Route_Disruption,Primary,73
Zone_576,Moderate,32.47857278,45.84285625,22889,45778,11444.5,109,96461.24898,127238.2472,454.0273314,HopeBridge,SR Harbor Link,Low,32.49738109,45.84137071,6,2026-04-03,7.180999243,Routine Inspection,61,2026-05-28,33.11470282,45.93487533,9.9801397,Route_Disruption,Fallback,79
Zone_577,Critical,32.11819293,47.87388669,27844,55688,13922.0,47,414462.0258,48255.67865,276.8939133,ReliefAid Intl,SR Coastal Highway,Medium,31.65184326,47.72389366,12,2026-04-09,6.430891714,Structural Check,55,2026-05-22,31.71354994,47.5904056,7.27846057,Conflict_Risk_Medium,Primary,64
Zone_578,Moderate,35.2098575,45.62095858,16767,33534,8383.5,115,394285.669,70918.36491,190.2820309,SolidarityAid,R-09 Hill Corridor,Low,35.38429006,45.70129077,6,2026-04-03,3.342829229,Structural Check,51,2026-05-18,35.21535811,45.73926703,8.505113762,Primary_Maintenance,Auto-Switch,90
Zone_579,Severe,35.03547018,44.1468845,18006,36012,9003.0,213,204957.3261,38972.10953,1727.681843,MedGlobal,R-17 Mountain Pass,Medium,34.94007606,43.87234189,6,2026-04-03,2.71814483,Structural Check,42,2026-05-09,35.28824697,44.06238375,5.338102695,Conflict_Risk_Medium,Auto-Switch,84
Zone_580,Severe,34.73348706,45.88690468,26551,53102,13275.5,50,295880.2732,47361.73071,148.0013608,SolidarityAid,SR Coastal Highway,Low,34.67896475,45.45180389,4,2026-04-01,7.391689375,Routine Inspection,41,2026-05-08,34.37994188,45.60997211,8.820817319,Conflict_Risk_High,Primary,95
Zone_581,Severe,33.15973548,42.73752407,20768,41536,10384.0,22,225993.8944,91735.31047,156.0534873,GlobalRelief,SR Coastal Highway,Low,33.53340821,42.86345711,5,2026-04-02,6.520778834,Structural Check,100,2026-07-06,33.30039749,42.13158335,7.305594765,Conflict_Risk_High,Primary,43
Zone_582,Moderate,33.95452998,47.33195448,31531,63062,15765.5,155,454389.3547,125128.3488,1275.480912,RescueFront,SR Lake Access,Low,33.91636441,47.24880372,6,2026-04-03,5.737900132,Routine Inspection,30,2026-04-27,33.61514028,46.98574549,7.878946321,Conflict_Risk_High,Auto-Switch,33
Zone_583,Severe,34.97238168,45.0185037,26639,53278,13319.5,43,341333.4366,127178.2433,260.4463821,SolidarityAid,SR Lake Access,Medium,34.49357392,45.14098924,5,2026-04-02,3.230338622,Vehicle Maintenance,62,2026-05-29,34.7392215,44.59550021,5.061015446,Route_Disruption,Fallback,46
Zone_584,Severe,34.48383429,44.69609845,21633,43266,10816.5,34,467235.8624,55106.01958,260.7102613,SolidarityAid,SR Coastal Highway,Low,34.21132519,44.4066376,11,2026-04-08,5.921742275,Structural Check,43,2026-05-10,34.40196047,44.75495723,6.840468742,Primary_Maintenance,Primary,98
Zone_585,Moderate,36.9389276,45.51518873,27841,55682,13920.5,190,392848.0872,90200.89443,1321.781134,RescueFront,SR Harbor Link,High,36.91454822,45.35392999,9,2026-04-06,2.203591604,Generator Service,93,2026-06-29,36.97979374,45.65752676,7.438258814,Conflict_Risk_High,Fallback,53
Zone_586,Critical,32.68219876,45.74870318,6892,13784,3446.0,178,97557.34042,20864.55397,747.558735,GlobalRelief,R-22 Desert Track,Medium,32.60659506,45.81038457,10,2026-04-07,2.772454374,Generator Service,72,2026-06-08,32.61131098,45.90070359,7.123662731,Conflict_Risk_Medium,Auto-Switch,78
Zone_587,Critical,35.47572277,42.43065484,8439,16878,4219.5,220,57110.35776,49962.65493,1821.539907,HopeBridge,R-09 Hill Corridor,Medium,35.83609291,42.52376762,4,2026-04-01,4.027285974,Generator Service,87,2026-06-23,35.4661965,42.27410824,9.40635598,Conflict_Risk_High,Auto-Switch,84
Zone_588,Critical,34.02159384,46.09570333,31429,62858,15714.5,64,743446.4206,77354.46231,233.7479891,SolidarityAid,R-22 Desert Track,Medium,34.06373135,45.96801814,9,2026-04-06,4.884298803,Generator Service,70,2026-06-06,33.7396181,45.98542495,9.287908651,Route_Disruption,Primary,52
Zone_589,Critical,34.14099807,43.45159008,7854,15708,3927.0,213,70681.7417,19431.47295,1308.015163,ReliefAid Intl,R-22 Desert Track,Medium,34.33063382,43.23164329,5,2026-04-02,2.783669223,Generator Service,110,2026-07-16,33.66354921,43.91952388,9.796888405,Conflict_Risk_High,Fallback,41
Zone_590,Critical,35.58798883,46.2837158,31079,62158,15539.5,27,169917.6371,86174.01891,208.1316506,SolidarityAid,R-22 Desert Track,High,35.55731213,46.05741642,9,2026-04-06,2.779611195,Routine Inspection,97,2026-07-03,34.9542788,46.25044173,7.671996042,Primary_Maintenance,Auto-Switch,40
Zone_591,Critical,35.46218076,46.93520877,16577,33154,8288.5,90,286167.5074,63373.38043,396.9542869,ReliefAid Intl,R-09 Hill Corridor,Low,35.40183649,46.60990812,6,2026-04-03,6.718308794,Vehicle Maintenance,68,2026-06-04,35.03655097,47.61809143,9.803398911,Conflict_Risk_High,Fallback,58
Zone_592,Moderate,36.95627997,46.82375105,16763,33526,8381.5,127,266654.5293,37911.43081,473.0633755,GlobalRelief,R-09 Hill Corridor,Low,36.90256664,46.64915601,10,2026-04-07,5.703176142,Routine Inspection,30,2026-04-27,37.07100107,46.73921517,8.827346,Primary_Maintenance,Auto-Switch,91
Zone_593,Critical,32.64197145,45.3150058,25176,50352,12588.0,134,309738.1397,140392.6977,687.9712883,SolidarityAid,SR River Route,Low,32.55289302,45.01444614,6,2026-04-03,5.469322875,Structural Check,70,2026-06-06,33.04253307,45.52441913,4.895824982,Primary_Maintenance,Primary,82
Zone_594,Severe,32.52054825,45.12101935,16618,33236,8309.0,122,206791.8109,38693.81358,1020.123917,GlobalRelief,R-04 Pine Road,Low,32.55913163,45.25483476,12,2026-04-09,4.940824218,Vehicle Maintenance,74,2026-06-10,32.05749488,44.49152755,5.992049687,Conflict_Risk_Medium,Fallback,77
Zone_595,Moderate,35.62169409,42.85725577,26714,53428,13357.0,144,526299.9517,146368.1073,1349.178605,GlobalRelief,SR Coastal Highway,Low,35.37213749,42.92632277,6,2026-04-03,8.347530191,Vehicle Maintenance,117,2026-07-23,35.07367159,43.07193166,4.668747095,Primary_Maintenance,Fallback,95
Zone_596,Severe,34.89193459,46.6520769,29255,58510,14627.5,76,231531.4657,44390.81493,448.8370544,HopeBridge,SR Ridge Road,Medium,35.28298978,46.53466573,10,2026-04-07,2.323701839,Vehicle Maintenance,117,2026-07-23,35.24094109,47.14407385,3.029380126,Route_Disruption,Primary,77
Zone_597,Moderate,33.37080333,43.62845628,13235,26470,6617.5,227,270061.0535,56683.03683,1578.375457,SolidarityAid,SR River Route,Medium,33.20388888,43.4542863,7,2026-04-04,3.174076645,Vehicle Maintenance,108,2026-07-14,33.098025,44.24789726,4.316341272,Route_Disruption,Primary,88
Zone_598,Critical,32.39709684,44.98017254,24996,49992,12498.0,246,424305.6572,138351.0501,2245.8478,ReliefAid Intl,SR River Route,High,32.04462068,44.71778674,11,2026-04-08,6.208800423,Generator Service,110,2026-07-16,33.02919606,45.67642139,3.028424104,Primary_Maintenance,Primary,86
Zone_599,Critical,32.42829125,43.70564456,7618,15236,3809.0,49,94306.23473,14045.66611,92.45916147,ReliefAid Intl,R-17 Mountain Pass,Low,32.02484173,43.74110287,5,2026-04-02,2.88637675,Structural Check,42,2026-05-09,32.72833641,43.40069466,8.038869229,Primary_Maintenance,Primary,32
Zone_600,Critical,36.47095437,42.80297018,26062,52124,13031.0,221,342990.8361,152244.6862,682.6042914,SolidarityAid,SR Ridge Road,Low,35.98437729,43.22187294,11,2026-04-08,5.830976097,Vehicle Maintenance,100,2026-07-06,36.22841284,42.90848827,5.978740084,Conflict_Risk_High,Auto-Switch,61
Zone_601,Critical,32.95933662,45.77734618,8163,16326,4081.5,249,74552.22305,26647.43436,1837.644914,RescueFront,SR Lake Access,High,32.8821927,45.96304923,12,2026-04-09,5.690447966,Vehicle Maintenance,38,2026-05-05,32.66469647,45.70835136,5.18802309,Conflict_Risk_High,Fallback,37
Zone_602,Severe,33.61685781,42.32599221,30864,61728,15432.0,165,587721.1353,176806.7555,1388.260526,HopeBridge,R-17 Mountain Pass,High,33.3044688,42.57040692,11,2026-04-08,8.311533694,Generator Service,92,2026-06-28,33.65003555,42.41533668,8.332046238,Conflict_Risk_Medium,Auto-Switch,59
Zone_603,Critical,33.13328201,46.4918714,7942,15884,3971.0,133,113233.0241,34818.52393,1158.863747,HopeBridge,SR Lake Access,Medium,32.65492991,46.82624927,9,2026-04-06,7.742012166,Routine Inspection,52,2026-05-19,32.54408455,46.01230554,8.827407422,Conflict_Risk_High,Primary,44
Zone_604,Critical,33.77498153,43.90552077,29795,59590,14897.5,216,310377.222,74723.90394,1022.968352,HopeBridge,R-04 Pine Road,Medium,33.79500108,43.75715574,13,2026-04-10,8.146096734,Routine Inspection,83,2026-06-19,33.23972865,44.40413017,9.827096771,Route_Disruption,Auto-Switch,84
Zone_605,Critical,32.34711921,42.00080816,6925,13850,3462.5,136,110252.941,13444.97493,245.3520404,ReliefAid Intl,R-31 Eastern Bypass,High,32.52709776,41.56368394,4,2026-04-01,2.738415402,Routine Inspection,76,2026-06-12,31.89332025,42.57420468,7.494095093,Conflict_Risk_High,Auto-Switch,67
Zone_606,Severe,34.59529895,45.06677484,7972,15944,3986.0,240,190647.901,20078.87894,1185.607991,GlobalRelief,SR Lake Access,Medium,34.18105001,45.18933364,10,2026-04-07,7.642964842,Structural Check,68,2026-06-04,34.97991199,44.99630116,6.23070271,Conflict_Risk_Medium,Fallback,44
Zone_607,Critical,32.33806282,42.28111145,16705,33410,8352.5,186,212241.1276,24474.27911,572.249704,RescueFront,R-22 Desert Track,Low,32.29898359,41.96978374,4,2026-04-01,2.839089301,Routine Inspection,116,2026-07-22,32.35746312,41.97371326,5.136850111,Conflict_Risk_Medium,Fallback,59
Zone_608,Severe,36.00178254,43.65701735,15640,31280,7820.0,79,350552.2702,26890.47497,286.0406795,HopeBridge,SR Lake Access,High,36.24541122,43.726061,10,2026-04-07,6.114059161,Vehicle Maintenance,55,2026-05-22,35.31657651,43.15418415,4.556227464,Primary_Maintenance,Fallback,75
Zone_609,Severe,33.16856041,46.24185892,33047,66094,16523.5,117,360223.4302,50340.56786,930.1977373,ReliefAid Intl,SR Ridge Road,Medium,33.65436723,46.48136916,5,2026-04-02,6.680508044,Generator Service,30,2026-04-27,33.41148355,46.49912968,4.490481653,Conflict_Risk_Medium,Primary,93
Zone_610,Moderate,34.70005957,42.37613773,15966,31932,7983.0,190,81341.24798,49729.5831,319.1513171,ReliefAid Intl,R-09 Hill Corridor,Low,34.86724992,42.65977603,11,2026-04-08,3.045547738,Generator Service,43,2026-05-10,34.59322582,42.11326231,5.864325623,Primary_Maintenance,Primary,55
Zone_611,Critical,36.40039544,47.03603095,22374,44748,11187.0,145,180890.2578,111375.353,1224.993489,GlobalRelief,SR Ridge Road,Medium,36.14523499,46.83787007,5,2026-04-02,6.112285944,Routine Inspection,103,2026-07-09,36.41558875,47.60938495,9.942504487,Route_Disruption,Fallback,96
Zone_612,Moderate,35.25438685,42.02291954,16138,32276,8069.0,192,199690.0445,27546.23899,931.0121803,SolidarityAid,R-04 Pine Road,Medium,35.47094049,42.03535277,6,2026-04-03,2.340993204,Generator Service,94,2026-06-30,34.85414959,42.262337,3.005975882,Route_Disruption,Auto-Switch,65
Zone_613,Moderate,34.66478893,43.48094322,23196,46392,11598.0,170,194677.0361,38310.56384,1081.977815,SolidarityAid,SR River Route,High,34.76271836,43.60190831,6,2026-04-03,3.906229557,Vehicle Maintenance,98,2026-07-04,34.73728405,43.68490267,4.380441281,Conflict_Risk_High,Fallback,60
Zone_614,Critical,33.62166877,46.44542434,20935,41870,10467.5,216,83835.0609,88285.92529,390.2839375,HopeBridge,R-22 Desert Track,Low,33.33346805,46.76490506,4,2026-04-01,7.987530211,Routine Inspection,96,2026-07-02,34.2924833,46.5285873,4.318750877,Conflict_Risk_Medium,Primary,69
Zone_615,Moderate,33.66500957,43.8976209,18145,36290,9072.5,113,404634.058,36034.42604,456.0941827,HopeBridge,R-31 Eastern Bypass,High,34.01612039,44.15900956,8,2026-04-05,3.116252559,Vehicle Maintenance,78,2026-06-14,33.06783213,43.26170777,8.019836399,Route_Disruption,Auto-Switch,75
Zone_616,Moderate,35.34743478,42.61135433,30379,60758,15189.5,153,634240.2527,45205.47674,276.5181655,RescueFront,R-04 Pine Road,Medium,35.2748392,43.09932965,8,2026-04-05,2.424254951,Structural Check,79,2026-06-15,35.04491914,43.21604574,5.467393093,Primary_Maintenance,Primary,71
Zone_617,Critical,36.97069681,44.16140351,5489,10978,2744.5,203,103444.8412,10068.15923,1959.740382,GlobalRelief,SR River Route,Medium,37.43267446,43.66948819,13,2026-04-10,4.883908298,Vehicle Maintenance,87,2026-06-23,36.61089344,44.340516,6.200825632,Conflict_Risk_Medium,Fallback,47
Zone_618,Severe,35.30919595,43.62235972,16748,33496,8374.0,141,123203.177,94101.26709,1165.415033,HopeBridge,SR Harbor Link,Low,35.53209696,43.55984916,8,2026-04-05,7.529018355,Vehicle Maintenance,82,2026-06-18,34.95716498,44.3140465,4.040368913,Conflict_Risk_Medium,Fallback,65
Zone_619,Moderate,34.78891709,47.05627141,27260,54520,13630.0,127,174662.2217,139226.5318,652.3602382,GlobalRelief,SR Ridge Road,Medium,34.93348024,46.8123159,12,2026-04-09,2.498370483,Vehicle Maintenance,86,2026-06-22,34.61910599,47.10857038,5.834979272,Primary_Maintenance,Auto-Switch,79
Zone_620,Moderate,35.65325255,43.88008751,31069,62138,15534.5,23,166284.2392,86071.15944,69.2857275,ReliefAid Intl,R-04 Pine Road,High,35.88160539,43.49998089,9,2026-04-06,4.310979874,Vehicle Maintenance,115,2026-07-21,36.09860625,44.17424275,3.722398683,Conflict_Risk_Medium,Fallback,90
Zone_621,Critical,34.32602806,46.73359483,25029,50058,12514.5,112,462550.5313,107101.6899,1052.922746,HopeBridge,SR Ridge Road,Low,34.30412508,47.14511016,9,2026-04-06,7.848536425,Structural Check,47,2026-05-14,34.90403023,46.11228821,6.731303015,Conflict_Risk_Medium,Primary,69
Zone_622,Critical,32.30071171,47.35123287,28465,56930,14232.5,170,642630.372,104932.7603,697.2327915,ReliefAid Intl,R-31 Eastern Bypass,Low,32.30593819,47.84919493,6,2026-04-03,2.768011075,Routine Inspection,45,2026-05-12,31.88381284,47.53566352,3.685568558,Route_Disruption,Primary,32
Zone_623,Severe,34.81148408,44.60290452,24275,48550,12137.5,25,306125.1411,106460.9575,61.22149713,MedGlobal,SR River Route,Medium,35.16269146,44.28350073,8,2026-04-05,4.019345288,Vehicle Maintenance,31,2026-04-28,34.87161399,44.97341397,8.533558668,Primary_Maintenance,Primary,36
Zone_624,Severe,36.78812642,47.45965886,31281,62562,15640.5,51,199660.7872,138054.1816,309.4924543,GlobalRelief,SR Ridge Road,High,36.96905496,46.99809226,13,2026-04-10,7.059733975,Routine Inspection,42,2026-05-09,36.97978498,47.84957888,6.966212023,Route_Disruption,Auto-Switch,60
Zone_625,Moderate,32.87651471,44.26390832,8516,17032,4258.0,125,121334.7452,35287.49436,1186.745885,MedGlobal,R-09 Hill Corridor,Low,33.27375804,44.03896277,10,2026-04-07,5.530871416,Generator Service,74,2026-06-10,32.90707318,44.64206464,8.067775116,Primary_Maintenance,Primary,94
Zone_626,Severe,35.45002445,47.7844705,24724,49448,12362.0,165,271386.4016,57619.45118,170.6879814,HopeBridge,SR Lake Access,Medium,35.84085121,48.11933242,6,2026-04-03,7.410165414,Vehicle Maintenance,109,2026-07-15,35.35773141,47.40126618,5.929614707,Conflict_Risk_High,Fallback,93
Zone_627,Severe,33.00466844,42.53573715,11410,22820,5705.0,34,131175.0477,13635.3163,106.866202,ReliefAid Intl,R-17 Mountain Pass,Medium,33.48115848,42.32962723,5,2026-04-02,2.725370055,Vehicle Maintenance,101,2026-07-07,32.57343415,43.20129502,5.670439053,Conflict_Risk_Medium,Auto-Switch,32
Zone_628,Moderate,34.67913842,46.1221156,5053,10106,2526.5,187,83003.67288,16562.89475,1766.407379,HopeBridge,R-31 Eastern Bypass,Low,34.87935308,45.67901708,8,2026-04-05,7.983602114,Generator Service,72,2026-06-08,34.66264553,46.81537057,3.687462223,Conflict_Risk_Medium,Primary,64
Zone_629,Critical,32.48338225,44.96288424,23959,47918,11979.5,141,440231.3455,130693.2165,358.1080919,MedGlobal,R-17 Mountain Pass,Medium,32.48568397,44.51537643,6,2026-04-03,8.076926664,Routine Inspection,101,2026-07-07,32.34508301,44.36871847,6.666989249,Route_Disruption,Primary,44
Zone_630,Severe,34.25185468,44.32589283,33167,66334,16583.5,115,206035.7913,127609.5779,232.2069724,HopeBridge,SR Coastal Highway,Low,33.91816638,44.25331564,8,2026-04-05,3.009534631,Structural Check,83,2026-06-19,34.66564339,44.93691782,6.601515154,Conflict_Risk_Medium,Fallback,50
Zone_631,Moderate,35.78081664,45.79627127,21999,43998,10999.5,220,103654.9898,113557.8526,1348.970687,RescueFront,SR Lake Access,High,35.9861972,46.228097,12,2026-04-09,2.220190519,Vehicle Maintenance,103,2026-07-09,36.14986275,45.50150014,6.276714311,Conflict_Risk_Medium,Fallback,91
Zone_632,Moderate,33.73785762,46.22314255,34754,69508,17377.0,248,830155.1068,207068.5621,2171.635414,SolidarityAid,R-31 Eastern Bypass,Medium,33.52943534,46.00906299,13,2026-04-10,8.433968983,Generator Service,60,2026-05-27,33.22545577,46.48814026,8.183628553,Route_Disruption,Auto-Switch,57
Zone_633,Severe,35.32455862,42.02617962,10944,21888,5472.0,221,94715.58101,19897.07869,1169.971427,MedGlobal,R-04 Pine Road,Medium,35.10750619,41.9533373,4,2026-04-01,5.13463535,Generator Service,105,2026-07-11,34.7484853,41.79953491,8.8275308,Route_Disruption,Primary,33
Zone_634,Severe,35.9772498,43.00171853,12404,24808,6202.0,231,62970.27662,55308.04918,2298.69909,HopeBridge,R-09 Hill Corridor,Low,35.71553758,42.60365234,7,2026-04-04,5.718490126,Vehicle Maintenance,38,2026-05-05,36.54866532,43.65657459,8.255527725,Primary_Maintenance,Primary,42
Zone_635,Critical,36.6358891,46.2782763,5954,11908,2977.0,25,46426.35419,26027.71969,177.8136324,ReliefAid Intl,R-04 Pine Road,Low,37.01101115,46.2718491,13,2026-04-10,6.003380769,Routine Inspection,102,2026-07-08,36.68560084,45.72038171,4.0070602,Conflict_Risk_High,Fallback,80
Zone_636,Severe,33.17321041,45.99831248,15625,31250,7812.5,131,74674.32698,92184.01932,218.3343156,HopeBridge,SR Harbor Link,High,33.54117486,46.19485955,8,2026-04-05,7.132845008,Routine Inspection,77,2026-06-13,33.67413172,45.99515803,7.354416565,Route_Disruption,Auto-Switch,77
Zone_637,Severe,33.99657958,47.79628503,6629,13258,3314.5,139,78462.28841,39296.73633,1381.032997,ReliefAid Intl,SR Coastal Highway,Medium,34.12755002,47.56743539,5,2026-04-02,7.277921799,Vehicle Maintenance,47,2026-05-14,33.37799115,47.69555194,3.56226174,Primary_Maintenance,Fallback,68
